,42-MG-BA,A172,AM-38,CCF-STTG1,LN-229,T98G,U-87-MG,YKG-1
"(20, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(20, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(20, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 21)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(21, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(21, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 22)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(22, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(22, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 23)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(23, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(23, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 24)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(24, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(24, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 25)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(25, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(25, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 26)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(26, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(26, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(27, 27)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(27, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(27, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(27, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(27, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(27, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(27, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(27, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(27, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(27, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(28, 28)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(28, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(28, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(28, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(28, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(28, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(28, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(28, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(28, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(29, 29)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(29, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(29, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(29, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(29, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(29, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(29, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(29, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(30, 30)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(30, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(30, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(30, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(30, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(30, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(30, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(31, 31)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(31, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(31, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(31, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(31, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(31, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(32, 32)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(32, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(32, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(32, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(32, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(33, 33)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(33, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(33, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(33, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(34, 34)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(34, 35)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(34, 36)",1.2,1.466666667,1.466666667,1.2,1.466666667,1.466666667,1.2,1.2
"(35, 35)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(35, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
"(36, 36)",0.577777778,0.577777778,1,0.577777778,1,0.577777778,0.577777778,0.577777778
